feature1,feature2,label
-2.1538532905752588,9.327552454814189,0
-2.197338269954642,9.952473574331094,0
-8.878080124084567,9.476992351720048,3
-5.672075820093942,-7.572379836703725,2
-2.392704563835102,10.17666011683779,0
-1.5221437285289234,7.5492737482330945,0
-5.756813119374317,-5.354243479282956,2
-8.80383396911423,8.857665150627462,3
4.316590634894632,2.8342203908958865,1
-8.395919785988529,6.851516340705871,3
-8.427580270840535,-8.434204119752286,2
4.378661392355437,3.2917019063253603,1
5.630378455013737,2.949381247141498,1
-8.879949621500147,7.604580594542528,3
-6.942841181759156,6.696090882914781,3
-4.660879877216856,-5.528231557818637,2
-7.4042718019262,5.495698629758174,3
-4.207642513513247,8.50951174087989,0
-1.882867744312473,9.370667736078145,0
-7.613448554741608,-8.568102909493813,2
-2.1771686638567274,10.00690602704155,0
-8.886517297409222,5.606592792957045,3
-2.4281637774272418,7.304588304742174,0
5.669070384070524,1.7812434479846195,1
3.0555989878033305,4.170920202965956,1
-3.325227288946939,9.292990564791525,0
-9.586096388345727,6.656950372506397,3
-3.07551586200007,10.32102684455916,0
4.099800270453009,2.7205896027577303,1
-1.2095361312424178,10.278848590640205,0
-3.8903899159595134,9.465123750213127,0
-6.644612885034052,-8.054156926413985,2
-7.674775701886286,-6.1953911909641555,2
3.7777457707251783,1.7170331018865153,1
-7.202293619817067,-8.207940683765951,2
3.457007580625449,2.578025502562145,1
-2.9204550428848735,8.05155340513238,0
-8.497449697678126,-5.988192680448689,2
-7.549969656804284,6.091704556205431,3
-7.315961845807897,-6.948444341741228,2
-1.8049691104924257,11.642832879170296,0
-5.834277547033239,-7.271337831877356,2
5.536631162376016,2.70561400246089,1
4.732720805405243,0.9396286423468156,1
3.589136932166393,0.31381000678352877,1
-9.325376633364694,-8.089813166376832,2
-3.612506704133314,10.874207414219368,0
4.390132135799371,1.3815685623501326,1
-8.495289287766125,7.724871063483133,3
-9.06257372962964,6.795845645569694,3
4.646171275889921,2.0295463964584224,1
-2.4369213711235185,11.970176663180665,0
-1.7583968057347428,7.985697060498783,0
-7.2034771135033155,-8.054626052214715,2
-2.157510655094333,8.15706442656668,0
-1.6856853946033339,7.0790270827707396,0
-3.5766149386033783,8.035313786239795,0
-2.120296859778996,8.552187391698741,0
4.3098167996461285,-0.7891357137419699,1
4.457736722185402,2.679150331722224,1
-9.207661638579612,7.58650330869543,3
-2.647975561918639,8.652961693491175,0
-4.881057857796178,-5.6628655152541905,2
4.111825452191721,2.1300583766840417,1
-1.8911403994854927,13.637563916983986,0
-2.0798527906348103,9.687227559840203,0
-9.573674185217273,6.858281043575523,3
-3.9387618196959284,9.802150458558916,0
-7.156748627401684,-6.044661955499844,2
-6.187140638534622,-7.123764056527538,2
4.6176630730372334,1.626779317236566,1
-3.794268620726085,9.593253026490144,0
4.933838721558569,1.3648378734953763,1
-7.174518868054403,-7.207377876973151,2
-2.2086062026376982,9.430023979594692,0
-4.369993740332109,9.096561697965555,0
5.780387442051362,1.2808852971458484,1
-7.133722659048185,6.6386273629993315,3
-2.777352965443771,9.871086721108831,0
-4.438177504526223,9.235846758437086,0
-4.8117230814116,8.982469477659262,0
4.977069077510141,1.2259302601560194,1
-8.936909170707093,8.664277913404456,3
-8.050675094724069,-5.615739437346539,2
-0.2702682096790423,9.582885633292467,0
4.003277459095468,1.2821877951671161,1
4.878750470916265,1.2529094313501785,1
-3.5162586509199163,8.643231277176865,0
-7.987507086484355,-8.502131120015546,2
-2.4545114151681737,8.232365711071342,0
5.10075737495527,1.9339359862278203,1
-8.079438469769386,8.49058825505078,3
3.561781230610072,2.5634726897485387,1
-6.661387685081076,-6.582244889715543,2
-6.0264752293070805,-6.346993619492699,2
-2.493595352799262,10.758527020787103,0
-4.579099022068389,8.339541093109155,0
5.028878459214232,1.8169980186995105,1
-10.043296676738493,6.402165837373749,3
0.7503580281452145,0.7439045143395842,1
-8.512433152001563,5.791424624514332,3
2.8216495615898385,3.6134188048741613,1
-4.9678032391839935,-7.493568404993368,2
6.173076711174211,1.2632840173377362,1
-6.3048514002555995,-6.479715066931608,2
-8.000459780299703,7.7957053780048025,3
6.381251165582151,3.12429467524298,1
4.564663919500295,3.1193404685422177,1
-0.735724769362931,8.392361866269944,0
7.223697785241969,1.0523526084750725,1
-6.641925478229844,-7.053342087584678,2
-6.748353437625399,-6.009189644597516,2
2.595819909001916,1.9065124452647895,1
6.160172215252048,1.1239663251981953,1
-5.836100087024478,-5.253344162710006,2
-8.885793941263996,8.141323752345853,3
6.5942174909136515,0.31704793408286247,1
6.6644487983151794,3.0311373922800726,1
4.908789814400602,1.988280564878886,1
-8.41614241414681,-4.774356574894709,2
-8.893030976262608,7.615530254685933,3
6.501261206855129,2.1119792450921624,1
4.509366658079872,2.455223750459462,1
6.029611884428183,2.923164916696255,1
-7.179736967390978,8.101974780606275,3
6.46762772895169,2.6198617363623224,1
2.726565645674861,1.2539196563962047,1
-8.020057969084437,9.539571706381944,3
-8.427057340982765,7.871626778483244,3
-8.766771312731802,6.547198782252014,3
-5.8843404937310835,-9.53347196408541,2
-10.135595605125925,8.587306339498188,3
-9.60361573773759,6.686326569496522,3
-8.092155801975375,5.439253251630156,3
-8.246346275578944,7.545326263932552,3
-9.134940615660726,6.505141817901345,3
0.2683926569554602,6.773567897088224,0
-8.858035231923314,8.749594843636403,3
5.458222401782058,1.6008495760285848,1
-7.3905169968259825,6.34320011031402,3
-3.351661335705573,8.621091552281,0
-3.949553311519682,8.612884645189183,0
-9.050664429628869,6.365566222052559,3
5.810022516329402,1.7967008261381656,1
2.7989418313453545,3.506381870218943,1
4.617059386744875,0.7701344463753614,1
-3.091633880447674,9.112535095461908,0
-3.0791319964458976,8.230291049109868,0
-6.487314342634275,-7.143030227846584,2
-3.783962079524076,9.58259704496054,0
-8.910584746809054,-5.04464920992321,2
-0.6141422444438804,9.935207803181813,0
2.902177626431312,0.28421315468886577,1
-6.95892294952805,-8.333329032990894,2
-7.464754660038262,-7.399179418659491,2
6.36940678310744,0.25013510252540483,1
-6.760428424636199,-5.9784450452298,2
-8.048074629428614,9.735768362018323,3
-10.493510830253443,6.446406867568401,3
-7.912123229492013,-7.341576246351737,2
-9.425655087657876,8.576515967981589,3
-1.353146267959564,9.509623240522119,0
-9.845600591304017,-7.836383899840519,2
-3.4602225091719907,8.876602398438044,0
6.0552069810936455,1.4101589014150862,1
-3.1624568924829695,9.14739323585016,0
-8.65393068608708,-5.507604741427632,2
-6.094388403526401,-6.946811198368493,2
-8.058086343085618,7.2045118789634435,3
4.730844306060573,1.160575630126198,1
-8.832678116611065,-6.822407657282288,2
3.8002082266369985,2.229945576821798,1
4.625182708811804,0.8964644381577342,1
-7.853749139199174,7.932251752827461,3
-3.0842067084670983,8.791495356201741,0
-6.167905681589209,-7.251565320452735,2
5.068297419386158,1.141678169627947,1
-6.8629120408557345,-6.90905969780795,2
-9.529093148121339,7.469934693073137,3
4.336797054556309,0.47582986558291274,1
-8.842650803544693,5.933485288467652,3
5.3768788762802115,2.882178935997498,1
-8.382090335428854,8.05622580983929,3
-10.040271768509909,6.986202564035557,3
-5.891822490396972,-6.792128032649862,2
-6.6811039244165835,8.092534349019115,3
-1.4107150818102612,9.408787459789943,0
-3.791595427251438,-6.809047472458561,2
-9.500995409773175,8.083041096805315,3
-8.018905857749601,-3.7212511154710777,2
-3.072566886174693,9.66535818050148,0
-7.2908523040476885,-7.325838632470896,2
-8.154607020357366,7.860773187519481,3
-5.971240851176848,-7.986707982289097,2
-9.127811026063606,7.7459893913158595,3
3.7322579418869375,0.26646523242352305,1
-4.16240086460126,7.888896080300174,0
-0.7504191003468854,8.743354567614478,0
-9.124577496382297,-7.301925774125517,2
-6.924788834061088,-5.556147334856121,2
4.003569694181173,1.021722285225919,1
-3.061964148204495,10.282832799661021,0
-3.4793899465245754,8.412177675896878,0
-1.6230377270582577,9.219928065626286,0
8.334535806374387,3.3166595776622243,1
-7.558318129129026,8.72667762403351,3
-5.8767966566731005,-8.235757818865089,2
-4.332441582197566,8.43320524075882,0
3.3951834510363534,1.7447632702404021,1
5.686663600292915,2.193180090826754,1
-6.655507073778776,-7.786569112099934,2
-8.137613934244854,6.892372406554232,3
-5.634579258041791,-7.492129271901643,2
-6.5679601890854915,-7.965289543401237,2
-8.568641224812655,-7.813489618384997,2
-3.4491015738562347,8.62781230875151,0
6.997548995727769,2.015485946306806,1
-7.53353009532201,-6.401146256053462,2
-3.3033413807748158,10.037206129953791,0
3.859107753281909,1.3886192234230967,1
-2.887520716621165,9.925049192790242,0
-3.5698265464941095,9.198756255332954,0
5.027141108633809,0.9804925516779445,1
-2.702740477051961,9.499147156375768,0
5.296395693632147,1.7305385010200591,1
-4.283424011493663,8.150473078124671,0
-9.590688225981332,9.498461185095017,3
-6.389723884293904,-8.923209918361355,2
3.0745154356222777,2.776776742536778,1
-2.2188428971735092,6.718349834608964,0
-6.793747706487999,-7.453298529394087,2
-7.101954295411531,7.559388647312593,3
-3.3215040234199007,9.748297674807363,0
3.658014016347934,4.4840344147632845,1
3.2199686210291714,-0.4739089293713885,1
-8.747582199379954,-6.1528976516611795,2
-3.9447248156110786,-6.7250441749056735,2
-10.060790961222885,-5.570301370968993,2
-7.837621171177325,7.8745390105728275,3
-6.626406230508128,-6.996165327520417,2
6.055035457104693,2.0541918616328627,1
-5.806008845587664,6.686480387994319,3
-3.045015565533175,10.041964681386489,0
-5.652891747960443,10.00056913344859,0
-10.374693035041084,8.370471709434877,3
4.78423359428238,2.590496284811231,1
-9.34255193715104,6.985381384866095,3
6.598772400946063,0.2570000303879729,1
-0.8258444499294313,7.3320648528475845,0
-6.8575064714727985,-6.463011546841941,2
-6.812757296404836,-5.567079771110809,2
-9.377942480611736,-4.844361951327901,2
-2.3990846912101476,6.629203430677251,0
4.614796923471124,2.1139625439112706,1
3.4819706835319764,2.7964314359388593,1
-7.331420405947785,6.249994152835298,3
-2.8036633622561946,8.109802730969335,0
-6.383505307282829,-4.627954618206267,2
-6.302416113067214,-6.611448764140989,2
-6.473431502157974,-7.378455089956908,2
4.6692910453388325,2.570767633435272,1
-4.62119779538123,-5.265605537889973,2
-1.9032128882762016,10.053192361202466,0
5.079796731544319,0.8453139403479057,1
-8.922526610386386,5.3303697952795135,3
5.0129679149457065,3.7435971442801943,1
-6.742554012756822,-6.699747479521694,2
4.486377726451182,0.8265211552202212,1
-2.7400307807900974,9.376142938998656,0
5.615313378834854,2.7287242942490666,1
-0.39065253471543393,9.500264181351469,0
4.6303116666481605,3.749102650608763,1
-7.808174230075558,-8.373695237249647,2
-1.271998196057609,10.131822271137759,0
-8.804345705279458,7.359230282893598,3
-10.340175065664543,9.056040440386614,3
-2.8267858229382976,12.278489128105864,0
-3.2299640509553162,8.664253628446389,0
-10.063807137192866,8.173550652257926,3
-7.034249794515429,8.37635766418951,3
-2.525394292738271,7.745033013451241,0
-7.527338807522504,-7.814075263758721,2
3.63221262561117,1.2538985094079056,1
-7.412779103242604,-6.427349001622124,2
5.172462150003575,2.902730548055936,1
-3.065298854427705,8.455410423914014,0
-8.588268387098948,4.873441073389555,3
-9.372930782316937,9.067584288039944,3
-2.0968556755705965,6.898637941763041,0
-7.069236669446058,-7.392366877212851,2
-8.166579219118763,8.620459786164249,3
-8.625086555516106,5.7211096850465815,3
7.112776346086486,4.079578694872577,1
-9.523742544375366,8.010622253126094,3
-8.67876414765976,6.483377937571696,3
-3.598826513678203,7.319521686595972,0
-7.98902543408944,6.648562784425582,3
-7.590499900237913,-7.916898516891726,2
-2.4320616001381947,7.7209923946831545,0
-7.159101232732808,8.433083334994025,3
-2.6017196743496753,9.423668497978294,0
-7.282568830299424,-4.877283762928675,2
-7.5068948157741175,-5.62129852227168,2
5.263094653317508,3.812456379543825,1
